name,duration,duration_stdev,duration_median,duration_min,duration_max,memory,memory_stdev,memory_median,memory_min,memory_max,num_warnings,num_warnings_stdev,num_warnings_median,num_warnings_min,num_warnings_max,num_locks_mean,num_locks_stdev,num_locks_median,num_locks_max,num_locks_min,num_accesses_mean,num_accesses_stdev,num_accesses_median,num_accesses_max,num_accesses_min,num_atomic_stores_mean,num_atomic_stores_stdev,num_atomic_stores_median,num_atomic_stores_max,num_atomic_stores_min,context_switches,context_switches_stdev,migrations,migrations_stdev,page_faults,page_faults_stdev,instructions,instructions_stdev,branches,branches_stdev,branch_misses,branch_misses_stdev,branch_miss_rate,branch_miss_rate_stdev,l1_loads,l1_loads_stdev,l1_load_misses,l1_load_misses_stdev,l1_miss_rate,l1_miss_rate_stdev,llc_loads,llc_loads_stdev,llc_load_misses,llc_load_misses_stdev,llc_miss_rate,llc_miss_rate_stdev
DRB083,12,6.324555320336759,10.0,10,30,22834.4,1971.4686685593335,23162.0,19900,25748,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,30755036.3,1416.1343352788094,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB084,90,24.94438257849294,85.0,50,130,48236.4,2204.6274162416753,47938.0,45252,52384,0,0.0,0.0,0,0,369,0.0,369.0,369,369,630,0.0,630.0,630,630,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,2008737610.7,1220252325.050403,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB085,92,19.32183566158592,85.0,70,120,49861.6,1967.331593809239,49752.0,46584,52468,0,0.0,0.0,0,0,368.6,0.8432740427115678,369.0,367,369,945,0.0,945.0,945,945,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,2303822314.1,719962413.2823867,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB086,96,25.473297566057067,95.0,70,130,48242.8,2813.7143817776214,48816.0,44568,52052,0,0.0,0.0,0,0,179.6,0.8432740427115678,180.0,178,180,315,0.0,315.0,315,315,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,2278779053.9,883446079.2411666,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB087,80,13.333333333333334,80.0,50,100,49121.6,2434.5222301077656,49898.0,45140,52076,0,0.0,0.0,0,0,178.4,0.8432740427115678,178.0,178,180,315,0.0,315.0,315,315,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,1757755573.4,728784448.794644,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB088,87,16.36391694484477,85.0,70,120,48067.2,2628.57987852334,48498.0,43244,51452,0,0.0,0.0,0,0,179.4,0.9660917830792959,180.0,178,180,315,0.0,315.0,315,315,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,1931968716.3,634147809.7206973,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB089,79,9.944289260117532,80.0,70,100,48887.2,2246.2989214359795,49556.0,44956,51496,0,0.0,0.0,0,0,179.4,0.9660917830792959,180.0,178,180,315,0.0,315.0,315,315,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,1657773197.8,348192978.14023143,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB090,102,22.01009869229224,95.0,80,140,47871.2,2723.504800803553,48408.0,42820,51272,0,0.0,0.0,0,0,179.6,0.8432740427115678,180.0,178,180,1141,0.0,1141.0,1141,1141,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,2674269015.7,1001884057.2302165,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB091,112,20.97617696340303,110.0,80,150,48644,2543.924527182361,48816.0,45364,53028,0,0.0,0.0,0,0,368,1.0540925533894598,368.0,367,369,945,0.0,945.0,945,945,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,2886014468.7,726805055.4186244,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB092,92,12.292725943057183,95.0,70,110,47533.2,2015.901276242355,47802.0,44892,50384,0,0.0,0.0,0,0,368.6,0.8432740427115678,369.0,367,369,630,0.0,630.0,630,630,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,2203441583.6,520409671.09811574,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB093,81,14.491376746189438,75.0,70,110,46645.6,2167.416239570876,46172.0,42716,49528,0,0.0,0.0,0,0,178.6,0.9660917830792959,178.0,178,180,10347,0.0,10347.0,10347,10347,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,1701329597.7,386838817.7522778,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB094,900010,0.0,900010.0,900010,900010,57108,0.0,57108.0,57108,57108,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,2100794289948,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
DRB095,100,34.64101615137755,90.0,70,190,47369.6,2668.5274840880566,47474.0,43044,52352,0,0.0,0.0,0,0,276.8,4.962078417580905,278.0,265,281,9874.7,998.5834466883576,9970.5,8445,11519,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,3477505355.1,2178484223.8411036,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0,1,0.0,1,0.0,1.0,0.0
